postcode,tax_individuals,medicare_levy_surcharge_num,govt_allow_payments_num,govt_pensions_allow_num,private_health_num
2336,,,,,
2337,,,,,
2338,,,,,
2339,,,,,
2340,,,,,
2341,,,,,
2342,,,,,
2343,,,,,
2344,,,,,
2345,,,,,
2346,,,,,
2347,,,,,
2350,,,,,
2351,,,,,
2352,,,,,
2353,,,,,
2354,,,,,
2355,,,,,
2356,,,,,
2357,,,,,
2358,,,,,
2359,,,,,
2360,,,,,
2361,,,,,
2365,,,,,
2369,,,,,
2370,,,,,
2371,,,,,
2372,,,,,
2379,,,,,
2380,,,,,
2381,,,,,
2382,,,,,
2386,,,,,
2387,,,,,
2388,,,,,
2390,,,,,
2395,,,,,
2396,,,,,
2397,,,,,
2398,,,,,
2399,,,,,
2400,,,,,
2401,,,,,
2402,,,,,
2403,,,,,
2404,,,,,
2405,,,,,
2406,,,,,
2408,,,,,
2409,,,,,
2410,,,,,
2411,,,,,
2415,,,,,
2420,,,,,
2421,,,,,
2422,,,,,
2423,,,,,
2424,,,,,
2425,,,,,
2426,,,,,
2427,,,,,
2428,,,,,
2429,,,,,
2430,,,,,
2431,,,,,
2439,,,,,
2440,,,,,
2441,,,,,
2443,,,,,
2444,,,,,
2445,,,,,
2446,,,,,
2447,,,,,
2448,,,,,
2449,,,,,
2450,,,,,
2452,,,,,
2453,,,,,
2454,,,,,
2455,,,,,
2456,,,,,
2460,,,,,
2462,,,,,
2463,,,,,
2464,,,,,
2465,,,,,
2466,,,,,
2469,,,,,
2470,,,,,
2471,,,,,
2472,,,,,
2473,,,,,
2474,,,,,
2475,,,,,
2476,,,,,
2477,,,,,
2478,,,,,
2479,,,,,
2480,,,,,
2481,,,,,
2482,,,,,
2483,,,,,
2484,,,,,
2485,,,,,
2486,,,,,
2487,,,,,
2488,,,,,
2489,,,,,
2490,,,,,
2500,,,,,
2502,,,,,
2505,,,,,
2506,,,,,
2508,,,,,
2515,,,,,
2516,,,,,
2517,,,,,
2518,,,,,
2519,,,,,
2525,,,,,
2526,,,,,
2527,,,,,
2528,,,,,
2529,,,,,
2530,,,,,
2533,,,,,
2534,,,,,
2535,,,,,
2536,,,,,
2537,,,,,
2538,,,,,
2539,,,,,
2540,,,,,
2541,,,,,
2545,,,,,
2546,,,,,
2548,,,,,
2549,,,,,
2550,,,,,
2551,,,,,
2555,,,,,
2556,,,,,
2557,,,,,
2558,,,,,
2559,,,,,
2560,,,,,
2563,,,,,
2564,,,,,
2565,,,,,
2566,,,,,
2567,,,,,
2568,,,,,
2569,,,,,
2570,,,,,
2571,,,,,
2572,,,,,
2573,,,,,
2574,,,,,
2575,,,,,
2576,,,,,
2577,,,,,
2578,,,,,
2579,,,,,
2580,,,,,
2581,,,,,
2582,,,,,
2583,,,,,
2584,,,,,
2585,,,,,
2586,,,,,
2587,,,,,
2588,,,,,
2590,,,,,
2594,,,,,
2618,,,,,
2619,,,,,
2620,,,,,
2621,,,,,
2622,,,,,
2623,,,,,
2624,,,,,
2625,,,,,
2626,,,,,
2627,,,,,
2628,,,,,
2629,,,,,
2630,,,,,
2631,,,,,
2632,,,,,
2633,,,,,
2640,,,,,
2641,,,,,
2642,,,,,
2643,,,,,
2644,,,,,
2645,,,,,
2646,,,,,
2647,,,,,
2648,,,,,
2650,,,,,
2651,,,,,
2652,,,,,
2653,,,,,
2655,,,,,
2656,,,,,
2658,,,,,
2659,,,,,
2660,,,,,
2661,,,,,
2663,,,,,
2665,,,,,
2666,,,,,
2668,,,,,
2669,,,,,
2671,,,,,
2672,,,,,
2675,,,,,
2680,,,,,
2681,,,,,
2700,,,,,
2701,,,,,
2702,,,,,
2703,,,,,
2705,,,,,
2706,,,,,
2707,,,,,
2710,,,,,
2711,,,,,
2712,,,,,
2713,,,,,
2714,,,,,
2715,,,,,
2716,,,,,
2717,,,,,
2720,,,,,
2721,,,,,
2722,,,,,
2725,,,,,
2726,,,,,
2727,,,,,
2729,,,,,
2730,,,,,
2731,,,,,
2732,,,,,
2733,,,,,
2734,,,,,
2735,,,,,
2736,,,,,
2737,,,,,
2738,,,,,
2739,,,,,
2745,,,,,
2747,,,,,
2748,,,,,
2749,,,,,
2750,,,,,
2752,,,,,
2753,,,,,
2754,,,,,
2756,,,,,
2757,,,,,
2758,,,,,
2759,,,,,
2760,,,,,
2761,,,,,
2762,,,,,
2763,,,,,
2765,,,,,
2766,,,,,
2767,,,,,
2768,,,,,
2769,,,,,
2770,,,,,
2773,,,,,
2774,,,,,
2775,,,,,
2776,,,,,
2777,,,,,
2778,,,,,
2779,,,,,
2780,,,,,
2782,,,,,
2783,,,,,
2784,,,,,
2785,,,,,
2786,,,,,
2787,,,,,
2790,,,,,
2791,,,,,
2792,,,,,
2793,,,,,
2794,,,,,
2795,,,,,
2797,,,,,
2798,,,,,
2799,,,,,
2800,,,,,
2803,,,,,
2804,,,,,
2805,,,,,
2806,,,,,
2807,,,,,
2808,,,,,
2809,,,,,
2810,,,,,
2818,,,,,
2820,,,,,
2821,,,,,
2823,,,,,
2824,,,,,
2825,,,,,
2826,,,,,
2827,,,,,
2828,,,,,
2829,,,,,
2830,,,,,
2831,,,,,
2832,,,,,
2833,,,,,
2834,,,,,
2835,,,,,
2836,,,,,
2839,,,,,
2840,,,,,
2842,,,,,
2843,,,,,
2844,,,,,
2845,,,,,
2846,,,,,
2847,,,,,
2848,,,,,
2849,,,,,
2850,,,,,
2852,,,,,
2864,,,,,
2865,,,,,
2866,,,,,
2867,,,,,
2868,,,,,
2869,,,,,
2870,,,,,
2871,,,,,
2873,,,,,
2874,,,,,
2875,,,,,
2876,,,,,
2877,,,,,
2878,,,,,
2879,,,,,
2880,,,,,
2898,,,,,
2899,,,,,
NSW other,,,,,
800,,,,,
801,,,,,
804,,,,,
810,,,,,
811,,,,,
812,,,,,
813,,,,,
814,,,,,
820,,,,,
821,,,,,
822,,,,,
828,,,,,
829,,,,,
830,,,,,
831,,,,,
832,,,,,
834,,,,,
835,,,,,
836,,,,,
837,,,,,
838,,,,,
839,,,,,
840,,,,,
841,,,,,
845,,,,,
846,,,,,
847,,,,,
850,,,,,
851,,,,,
852,,,,,
853,,,,,
854,,,,,
860,,,,,
861,,,,,
862,,,,,
870,,,,,
871,,,,,
872,,,,,
880,,,,,
881,,,,,
885,,,,,
886,,,,,
NT other,,,,,
4000,,,,,
4005,,,,,
4006,,,,,
4007,,,,,
4008,,,,,
4009,,,,,
4010,,,,,
4011,,,,,
4012,,,,,
4013,,,,,
4014,,,,,
4017,,,,,
4018,,,,,
4019,,,,,
4020,,,,,
4021,,,,,
4022,,,,,
4025,,,,,
4029,,,,,
4030,,,,,
4031,,,,,
4032,,,,,
4034,,,,,
4035,,,,,
4036,,,,,
4037,,,,,
4051,,,,,
4053,,,,,
4054,,,,,
4055,,,,,
4059,,,,,
4060,,,,,
4061,,,,,
4064,,,,,
4065,,,,,
4066,,,,,
4067,,,,,
4068,,,,,
4069,,,,,
4070,,,,,
4073,,,,,
4074,,,,,
4075,,,,,
4076,,,,,
4077,,,,,
4078,,,,,
4101,,,,,
4102,,,,,
4103,,,,,
4104,,,,,
4105,,,,,
4106,,,,,
4107,,,,,
4108,,,,,
4109,,,,,
4110,,,,,
4111,,,,,
4112,,,,,
4113,,,,,
4114,,,,,
4115,,,,,
4116,,,,,
4117,,,,,
4118,,,,,
4119,,,,,
4120,,,,,
4121,,,,,
4122,,,,,
4123,,,,,
4124,,,,,
4125,,,,,
4127,,,,,
4128,,,,,
4129,,,,,
4130,,,,,
4131,,,,,
4132,,,,,
4133,,,,,
4151,,,,,
4152,,,,,
4153,,,,,
4154,,,,,
4155,,,,,
4156,,,,,
4157,,,,,
4158,,,,,
4159,,,,,
4160,,,,,
4161,,,,,
4163,,,,,
4164,,,,,
4165,,,,,
4169,,,,,
4170,,,,,
4171,,,,,
4172,,,,,
4173,,,,,
4174,,,,,
4178,,,,,
4179,,,,,
4183,,,,,
4184,,,,,
4205,,,,,
4207,,,,,
4208,,,,,
4209,,,,,
4210,,,,,
4211,,,,,
4212,,,,,
4213,,,,,
4214,,,,,
4215,,,,,
4216,,,,,
4217,,,,,
4218,,,,,
4219,,,,,
4220,,,,,
4221,,,,,
4223,,,,,
4224,,,,,
4225,,,,,
4226,,,,,
4227,,,,,
4228,,,,,
4230,,,,,
4270,,,,,
4271,,,,,
4272,,,,,
4275,,,,,
4280,,,,,
4285,,,,,
4287,,,,,
4300,,,,,
4301,,,,,
4303,,,,,
4304,,,,,
4305,,,,,
4306,,,,,
4307,,,,,
4309,,,,,
4310,,,,,
4311,,,,,
4312,,,,,
4313,,,,,
4340,,,,,
4341,,,,,
4342,,,,,
4343,,,,,
4344,,,,,
4346,,,,,
4347,,,,,
4350,,,,,
4352,,,,,
4353,,,,,
4354,,,,,
4355,,,,,
4356,,,,,
4357,,,,,
4358,,,,,
4359,,,,,
4360,,,,,
4361,,,,,
4362,,,,,
4363,,,,,
4364,,,,,
4365,,,,,
4370,,,,,
4371,,,,,
4372,,,,,
4373,,,,,
4374,,,,,
4375,,,,,
4376,,,,,
4377,,,,,
4378,,,,,
4380,,,,,
4381,,,,,
4382,,,,,
4383,,,,,
4385,,,,,
4387,,,,,
4388,,,,,
4390,,,,,
4400,,,,,
4401,,,,,
4402,,,,,
4403,,,,,
4404,,,,,
4405,,,,,
4406,,,,,
4407,,,,,
4408,,,,,
4410,,,,,
4411,,,,,
4412,,,,,
4413,,,,,
4415,,,,,
4416,,,,,
4417,,,,,
4418,,,,,
4419,,,,,
4420,,,,,
4421,,,,,
4422,,,,,
4423,,,,,
4424,,,,,
4425,,,,,
4426,,,,,
4427,,,,,
4428,,,,,
4454,,,,,
4455,,,,,
4462,,,,,
4465,,,,,
4467,,,,,
4468,,,,,
4470,,,,,
4472,,,,,
4477,,,,,
4478,,,,,
4480,,,,,
4481,,,,,
4482,,,,,
4486,,,,,
4487,,,,,
4488,,,,,
4489,,,,,
4490,,,,,
4491,,,,,
4492,,,,,
4494,,,,,
4496,,,,,
4497,,,,,
4498,,,,,
4500,,,,,
4501,,,,,
4502,,,,,
4503,,,,,
4504,,,,,
4505,,,,,
4506,,,,,
4507,,,,,
4508,,,,,
4509,,,,,
4510,,,,,
4511,,,,,
4512,,,,,
4514,,,,,
4515,,,,,
4516,,,,,
4517,,,,,
4518,,,,,
4519,,,,,
4520,,,,,
4521,,,,,
4550,,,,,
4551,,,,,
4552,,,,,
4553,,,,,
4554,,,,,
4555,,,,,
4556,,,,,
4557,,,,,
4558,,,,,
4559,,,,,
4560,,,,,
4561,,,,,
4562,,,,,
4563,,,,,
4564,,,,,
4565,,,,,
4566,,,,,
4567,,,,,
4568,,,,,
4569,,,,,
4570,,,,,
4571,,,,,
4572,,,,,
4573,,,,,
4574,,,,,
4575,,,,,
4580,,,,,
4581,,,,,
4600,,,,,
4601,,,,,
4605,,,,,
4606,,,,,
4608,,,,,
4610,,,,,
4611,,,,,
4612,,,,,
4613,,,,,
4614,,,,,
4615,,,,,
4620,,,,,
4621,,,,,
4625,,,,,
4626,,,,,
4627,,,,,
4630,,,,,
4650,,,,,
4655,,,,,
4659,,,,,
4660,,,,,
4662,,,,,
4670,,,,,
4671,,,,,
4673,,,,,
4674,,,,,
4676,,,,,
4677,,,,,
4678,,,,,
4680,,,,,
4694,,,,,
4695,,,,,
4697,,,,,
4699,,,,,
4700,,,,,
4701,,,,,
4702,,,,,
4703,,,,,
4704,,,,,
4705,,,,,
4707,,,,,
4709,,,,,
4710,,,,,
4711,,,,,
4712,,,,,
4713,,,,,
4714,,,,,
4715,,,,,
4716,,,,,
4717,,,,,
4718,,,,,
4719,,,,,
4720,,,,,
4721,,,,,
4722,,,,,
4723,,,,,
4724,,,,,
4725,,,,,
4726,,,,,
4727,,,,,
4728,,,,,
4730,,,,,
4731,,,,,
4732,,,,,
4735,,,,,
4736,,,,,
4737,,,,,
4738,,,,,
4739,,,,,
4740,,,,,
4741,,,,,
4742,,,,,
4743,,,,,
4744,,,,,
4745,,,,,
4746,,,,,
4750,,,,,
4751,,,,,
4753,,,,,
4754,,,,,
4756,,,,,
4757,,,,,
4798,,,,,
4799,,,,,
4800,,,,,
4801,,,,,
4802,,,,,
4803,,,,,
4804,,,,,
4805,,,,,
4806,,,,,
4807,,,,,
4808,,,,,
4809,,,,,
4810,,,,,
4811,,,,,
4812,,,,,
4813,,,,,
4814,,,,,
4815,,,,,
4816,,,,,
4817,,,,,
4818,,,,,
4819,,,,,
4820,,,,,
4821,,,,,
4822,,,,,
4823,,,,,
4824,,,,,
4825,,,,,
4828,,,,,
4829,,,,,
4830,,,,,
4849,,,,,
4850,,,,,
4852,,,,,
4854,,,,,
4855,,,,,
4856,,,,,
4858,,,,,
4859,,,,,
4860,,,,,
4861,,,,,
4865,,,,,
4868,,,,,
4869,,,,,
4870,,,,,
4871,,,,,
4872,,,,,
4873,,,,,
4874,,,,,
4875,,,,,
4876,,,,,
4877,,,,,
4878,,,,,
4879,,,,,
4880,,,,,
4881,,,,,
4882,,,,,
4883,,,,,
4884,,,,,
4885,,,,,
4886,,,,,
4887,,,,,
4888,,,,,
4890,,,,,
4891,,,,,
4895,,,,,
QLD other,,,,,
5000,,,,,
5006,,,,,
5007,,,,,
5008,,,,,
5009,,,,,
5010,,,,,
5011,,,,,
5012,,,,,
5013,,,,,
5014,,,,,
5015,,,,,
5016,,,,,
5017,,,,,
5018,,,,,
5019,,,,,
5020,,,,,
5021,,,,,
5022,,,,,
5023,,,,,
5024,,,,,
5025,,,,,
5031,,,,,
5032,,,,,
5033,,,,,
5034,,,,,
5035,,,,,
5037,,,,,
5038,,,,,
5039,,,,,
5040,,,,,
5041,,,,,
5042,,,,,
5043,,,,,
5044,,,,,
5045,,,,,
5046,,,,,
5047,,,,,
5048,,,,,
5049,,,,,
5050,,,,,
5051,,,,,
5052,,,,,
5061,,,,,
5062,,,,,
5063,,,,,
5064,,,,,
5065,,,,,
5066,,,,,
5067,,,,,
5068,,,,,
5069,,,,,
5070,,,,,
5072,,,,,
5073,,,,,
5074,,,,,
5075,,,,,
5076,,,,,
5081,,,,,
5082,,,,,
5083,,,,,
5084,,,,,
5085,,,,,
5086,,,,,
5087,,,,,
5088,,,,,
5089,,,,,
5090,,,,,
5091,,,,,
5092,,,,,
5093,,,,,
5094,,,,,
5095,,,,,
5096,,,,,
5097,,,,,
5098,,,,,
5106,,,,,
5107,,,,,
5108,,,,,
5109,,,,,
5110,,,,,
5111,,,,,
5112,,,,,
5113,,,,,
5114,,,,,
5115,,,,,
5116,,,,,
5117,,,,,
5118,,,,,
5120,,,,,
5121,,,,,
5125,,,,,
5126,,,,,
5127,,,,,
5131,,,,,
5132,,,,,
5133,,,,,
5134,,,,,
5136,,,,,
5137,,,,,
5138,,,,,
5139,,,,,
5140,,,,,
5141,,,,,
5142,,,,,
5144,,,,,
5151,,,,,
5152,,,,,
5153,,,,,
5154,,,,,
5155,,,,,
5156,,,,,
5157,,,,,
5158,,,,,
5159,,,,,
5160,,,,,
5161,,,,,
5162,,,,,
5163,,,,,
5164,,,,,
5165,,,,,
5166,,,,,
5167,,,,,
5168,,,,,
5169,,,,,
5170,,,,,
5171,,,,,
5172,,,,,
5173,,,,,
5174,,,,,
5201,,,,,
5202,,,,,
5203,,,,,
5204,,,,,
5210,,,,,
5211,,,,,
5212,,,,,
5213,,,,,
5214,,,,,
5220,,,,,
5221,,,,,
5222,,,,,
5223,,,,,
5231,,,,,
5232,,,,,
5233,,,,,
5234,,,,,
5235,,,,,
5236,,,,,
5237,,,,,
5238,,,,,
5240,,,,,
5241,,,,,
5242,,,,,
5243,,,,,
5244,,,,,
5245,,,,,
5250,,,,,
5251,,,,,
5252,,,,,
5253,,,,,
5254,,,,,
5255,,,,,
5256,,,,,
5259,,,,,
5260,,,,,
5261,,,,,
5262,,,,,
5263,,,,,
5264,,,,,
5265,,,,,
5266,,,,,
5267,,,,,
5268,,,,,
5269,,,,,
5270,,,,,
5271,,,,,
5272,,,,,
5273,,,,,
5275,,,,,
5276,,,,,
5277,,,,,
5278,,,,,
5279,,,,,
5280,,,,,
5290,,,,,
5291,,,,,
5301,,,,,
5302,,,,,
5303,,,,,
5304,,,,,
5306,,,,,
5307,,,,,
5311,,,,,
5320,,,,,
5321,,,,,
5322,,,,,
5330,,,,,
5331,,,,,
5332,,,,,
5333,,,,,
5340,,,,,
5341,,,,,
5342,,,,,
5343,,,,,
5344,,,,,
5345,,,,,
5346,,,,,
5350,,,,,
5351,,,,,
5352,,,,,
5353,,,,,
5354,,,,,
5355,,,,,
5356,,,,,
5357,,,,,
5360,,,,,
5371,,,,,
5372,,,,,
5373,,,,,
5374,,,,,
5381,,,,,
5400,,,,,
5401,,,,,
5410,,,,,
5411,,,,,
5412,,,,,
5413,,,,,
5414,,,,,
5415,,,,,
5416,,,,,
5417,,,,,
5418,,,,,
5419,,,,,
5422,,,,,
5431,,,,,
5432,,,,,
5433,,,,,
5434,,,,,
5440,,,,,
5451,,,,,
5452,,,,,
5453,,,,,
5454,,,,,
5460,,,,,
5461,,,,,
5462,,,,,
5464,,,,,
5470,,,,,
5471,,,,,
5472,,,,,
5473,,,,,
5480,,,,,
5481,,,,,
5482,,,,,
5483,,,,,
5485,,,,,
5490,,,,,
5491,,,,,
5495,,,,,
5501,,,,,
5502,,,,,
5510,,,,,
5520,,,,,
5521,,,,,
5522,,,,,
5523,,,,,
5540,,,,,
5550,,,,,
5552,,,,,
5554,,,,,
5555,,,,,
5556,,,,,
5558,,,,,
5560,,,,,
5570,,,,,
5571,,,,,
5572,,,,,
5573,,,,,
5575,,,,,
5576,,,,,
5577,,,,,
5580,,,,,
5581,,,,,
5582,,,,,
5583,,,,,
5600,,,,,
5602,,,,,
5603,,,,,
5604,,,,,
5605,,,,,
5606,,,,,
5607,,,,,
5608,,,,,
5609,,,,,
5630,,,,,
5631,,,,,
5632,,,,,
5633,,,,,
5640,,,,,
5641,,,,,
5642,,,,,
5650,,,,,
5651,,,,,
5652,,,,,
5654,,,,,
5655,,,,,
5661,,,,,
5670,,,,,
5671,,,,,
5680,,,,,
5690,,,,,
5700,,,,,
5701,,,,,
5710,,,,,
5720,,,,,
5722,,,,,
5723,,,,,
5724,,,,,
5725,,,,,
5730,,,,,
5731,,,,,
5732,,,,,
5733,,,,,
5734,,,,,
SA other,,,,,
7000,,,,,
7004,,,,,
7005,,,,,
7007,,,,,
7008,,,,,
7009,,,,,
7010,,,,,
7011,,,,,
7012,,,,,
7015,,,,,
7016,,,,,
7017,,,,,
7018,,,,,
7019,,,,,
7020,,,,,
7021,,,,,
7022,,,,,
7023,,,,,
7024,,,,,
7025,,,,,
7026,,,,,
7027,,,,,
7030,,,,,
7050,,,,,
7052,,,,,
7053,,,,,
7054,,,,,
7055,,,,,
7109,,,,,
7112,,,,,
7113,,,,,
7116,,,,,
7117,,,,,
7120,,,,,
7140,,,,,
7150,,,,,
7155,,,,,
7162,,,,,
7163,,,,,
7170,,,,,
7171,,,,,
7172,,,,,
7173,,,,,
7174,,,,,
7175,,,,,
7176,,,,,
7177,,,,,
7178,,,,,
7179,,,,,
7180,,,,,
7182,,,,,
7184,,,,,
7185,,,,,
7186,,,,,
7187,,,,,
7190,,,,,
7209,,,,,
7210,,,,,
7211,,,,,
7212,,,,,
7213,,,,,
7214,,,,,
7215,,,,,
7216,,,,,
7248,,,,,
7249,,,,,
7250,,,,,
7252,,,,,
7253,,,,,
7254,,,,,
7255,,,,,
7256,,,,,
7258,,,,,
7259,,,,,
7260,,,,,
7261,,,,,
7262,,,,,
7263,,,,,
7264,,,,,
7265,,,,,
7267,,,,,
7268,,,,,
7270,,,,,
7275,,,,,
7276,,,,,
7277,,,,,
7290,,,,,
7291,,,,,
7292,,,,,
7300,,,,,
7301,,,,,
7302,,,,,
7303,,,,,
7304,,,,,
7305,,,,,
7306,,,,,
7307,,,,,
7310,,,,,
7315,,,,,
7316,,,,,
7320,,,,,
7321,,,,,
7322,,,,,
7325,,,,,
7330,,,,,
7331,,,,,
7467,,,,,
7468,,,,,
7469,,,,,
7470,,,,,
TAS other,,,,,
3000,,,,,
3002,,,,,
3003,,,,,
3004,,,,,
3006,,,,,
3008,,,,,
3010,,,,,
3011,,,,,
3012,,,,,
3013,,,,,
3015,,,,,
3016,,,,,
3018,,,,,
3019,,,,,
3020,,,,,
3021,,,,,
3022,,,,,
3023,,,,,
3024,,,,,
3025,,,,,
3026,,,,,
3027,,,,,
3028,,,,,
3029,,,,,
3030,,,,,
3031,,,,,
3032,,,,,
3033,,,,,
3034,,,,,
3036,,,,,
3037,,,,,
3038,,,,,
3039,,,,,
3040,,,,,
3041,,,,,
3042,,,,,
3043,,,,,
3044,,,,,
3046,,,,,
3047,,,,,
3048,,,,,
3049,,,,,
3050,,,,,
3051,,,,,
3052,,,,,
3053,,,,,
3054,,,,,
3055,,,,,
3056,,,,,
3057,,,,,
3058,,,,,
3059,,,,,
3060,,,,,
3061,,,,,
3062,,,,,
3063,,,,,
3064,,,,,
3065,,,,,
3066,,,,,
3067,,,,,
3068,,,,,
3070,,,,,
3071,,,,,
3072,,,,,
3073,,,,,
3074,,,,,
3075,,,,,
3076,,,,,
3078,,,,,
3079,,,,,
3081,,,,,
3082,,,,,
3083,,,,,
3084,,,,,
3085,,,,,
3087,,,,,
3088,,,,,
3089,,,,,
3090,,,,,
3091,,,,,
3093,,,,,
3094,,,,,
3095,,,,,
3096,,,,,
3097,,,,,
3099,,,,,
3101,,,,,
3102,,,,,
3103,,,,,
3104,,,,,
3105,,,,,
3106,,,,,
3107,,,,,
3108,,,,,
3109,,,,,
3111,,,,,
3113,,,,,
3114,,,,,
3115,,,,,
3116,,,,,
3121,,,,,
3122,,,,,
3123,,,,,
3124,,,,,
3125,,,,,
3126,,,,,
3127,,,,,
3128,,,,,
3129,,,,,
3130,,,,,
3131,,,,,
3132,,,,,
3133,,,,,
3134,,,,,
3135,,,,,
3136,,,,,
3137,,,,,
3138,,,,,
3139,,,,,
3140,,,,,
3141,,,,,
3142,,,,,
3143,,,,,
3144,,,,,
3145,,,,,
3146,,,,,
3147,,,,,
3148,,,,,
3149,,,,,
3150,,,,,
3151,,,,,
3152,,,,,
3153,,,,,
3154,,,,,
3155,,,,,
3156,,,,,
3158,,,,,
3159,,,,,
3160,,,,,
3161,,,,,
3162,,,,,
3163,,,,,
3165,,,,,
3166,,,,,
3167,,,,,
3168,,,,,
3169,,,,,
3170,,,,,
3171,,,,,
3172,,,,,
3173,,,,,
3174,,,,,
3175,,,,,
3177,,,,,
3178,,,,,
3179,,,,,
3180,,,,,
3181,,,,,
3182,,,,,
3183,,,,,
3184,,,,,
3185,,,,,
3186,,,,,
3187,,,,,
3188,,,,,
3189,,,,,
3190,,,,,
3191,,,,,
3192,,,,,
3193,,,,,
3194,,,,,
3195,,,,,
3196,,,,,
3197,,,,,
3198,,,,,
3199,,,,,
3200,,,,,
3201,,,,,
3202,,,,,
3204,,,,,
3205,,,,,
3206,,,,,
3207,,,,,
3211,,,,,
3212,,,,,
3213,,,,,
3214,,,,,
3215,,,,,
3216,,,,,
3217,,,,,
3218,,,,,
3219,,,,,
3220,,,,,
3221,,,,,
3222,,,,,
3223,,,,,
3224,,,,,
3225,,,,,
3226,,,,,
3227,,,,,
3228,,,,,
3230,,,,,
3231,,,,,
3232,,,,,
3233,,,,,
3234,,,,,
3235,,,,,
3236,,,,,
3237,,,,,
3238,,,,,
3239,,,,,
3240,,,,,
3241,,,,,
3242,,,,,
3243,,,,,
3249,,,,,
3250,,,,,
3251,,,,,
3254,,,,,
3260,,,,,
3264,,,,,
3265,,,,,
3266,,,,,
3267,,,,,
3268,,,,,
3269,,,,,
3270,,,,,
3271,,,,,
3272,,,,,
3273,,,,,
3274,,,,,
3275,,,,,
3276,,,,,
3277,,,,,
3278,,,,,
3279,,,,,
3280,,,,,
3281,,,,,
3282,,,,,
3283,,,,,
3284,,,,,
3285,,,,,
3286,,,,,
3287,,,,,
3289,,,,,
3292,,,,,
3293,,,,,
3294,,,,,
3300,,,,,
3301,,,,,
3302,,,,,
3303,,,,,
3304,,,,,
3305,,,,,
3309,,,,,
3310,,,,,
3311,,,,,
3312,,,,,
3314,,,,,
3315,,,,,
3317,,,,,
3318,,,,,
3319,,,,,
3321,,,,,
3322,,,,,
3323,,,,,
3324,,,,,
3325,,,,,
3328,,,,,
3329,,,,,
3330,,,,,
3331,,,,,
3332,,,,,
3333,,,,,
3334,,,,,
3335,,,,,
3337,,,,,
3338,,,,,
3340,,,,,
3341,,,,,
3342,,,,,
3345,,,,,
3350,,,,,
3351,,,,,
3352,,,,,
3355,,,,,
3356,,,,,
3357,,,,,
3360,,,,,
3361,,,,,
3363,,,,,
3364,,,,,
3370,,,,,
3371,,,,,
3373,,,,,
3374,,,,,
3375,,,,,
3377,,,,,
3378,,,,,
3379,,,,,
3380,,,,,
3381,,,,,
3384,,,,,
3385,,,,,
3387,,,,,
3388,,,,,
3390,,,,,
3391,,,,,
3392,,,,,
3393,,,,,
3395,,,,,
3396,,,,,
3400,,,,,
3401,,,,,
3407,,,,,
3409,,,,,
3412,,,,,
3413,,,,,
3414,,,,,
3418,,,,,
3419,,,,,
3420,,,,,
3423,,,,,
3424,,,,,
3427,,,,,
3428,,,,,
3429,,,,,
3430,,,,,
3431,,,,,
3432,,,,,
3433,,,,,
3434,,,,,
3435,,,,,
3437,,,,,
3438,,,,,
3440,,,,,
3441,,,,,
3442,,,,,
3444,,,,,
3446,,,,,
3447,,,,,
3448,,,,,
3450,,,,,
3451,,,,,
3453,,,,,
3458,,,,,
3460,,,,,
3461,,,,,
3462,,,,,
3463,,,,,
3464,,,,,
3465,,,,,
3467,,,,,
3468,,,,,
3469,,,,,
3472,,,,,
3475,,,,,
3477,,,,,
3478,,,,,
3480,,,,,
3482,,,,,
3483,,,,,
3485,,,,,
3487,,,,,
3488,,,,,
3490,,,,,
3491,,,,,
3494,,,,,
3496,,,,,
3498,,,,,
3500,,,,,
3501,,,,,
3505,,,,,
3507,,,,,
3509,,,,,
3512,,,,,
3515,,,,,
3516,,,,,
3517,,,,,
3518,,,,,
3521,,,,,
3522,,,,,
3523,,,,,
3525,,,,,
3527,,,,,
3529,,,,,
3530,,,,,
3531,,,,,
3533,,,,,
3537,,,,,
3540,,,,,
3542,,,,,
3544,,,,,
3546,,,,,
3549,,,,,
3550,,,,,
3551,,,,,
3555,,,,,
3556,,,,,
3557,,,,,
3558,,,,,
3559,,,,,
3561,,,,,
3562,,,,,
3563,,,,,
3564,,,,,
3566,,,,,
3567,,,,,
3568,,,,,
3570,,,,,
3571,,,,,
3572,,,,,
3573,,,,,
3575,,,,,
3579,,,,,
3580,,,,,
3581,,,,,
3583,,,,,
3584,,,,,
3585,,,,,
3586,,,,,
3588,,,,,
3589,,,,,
3590,,,,,
3591,,,,,
3594,,,,,
3595,,,,,
3596,,,,,
3597,,,,,
3599,,,,,
3608,,,,,
3610,,,,,
3612,,,,,
3614,,,,,
3616,,,,,
3617,,,,,
3618,,,,,
3620,,,,,
3621,,,,,
3622,,,,,
3623,,,,,
3624,,,,,
3629,,,,,
3630,,,,,
3631,,,,,
3633,,,,,
3634,,,,,
3635,,,,,
3636,,,,,
3637,,,,,
3638,,,,,
3639,,,,,
3640,,,,,
3641,,,,,
3644,,,,,
3646,,,,,
3649,,,,,
3658,,,,,
3659,,,,,
3660,,,,,
3662,,,,,
3663,,,,,
3664,,,,,
3665,,,,,
3666,,,,,
3669,,,,,
3670,,,,,
3672,,,,,
3673,,,,,
3675,,,,,
3677,,,,,
3678,,,,,
3682,,,,,
3683,,,,,
3685,,,,,
3687,,,,,
3688,,,,,
3690,,,,,
3691,,,,,
3694,,,,,
3695,,,,,
3697,,,,,
